time_start,accelerationX,accelerationY,accelerationZ,time_end,rotationX,rotationY,rotationZ,Class,Activity
3.797,2.6914,-0.79012,-1.6173,3.809,0.64203,0.033628,-0.040061,3,Talk-stand
3.807,3.2052,0.063816,-1.1844,3.819,0.60721,0.1894,-0.17628,3,Talk-stand
3.817,3.4735,0.89839,-0.8179,3.83,0.57728,0.30607,-0.31862,3,Talk-stand
3.828,3.4772,1.5851,-0.79443,3.842,0.53085,0.37816,-0.44384,3,Talk-stand
3.839,3.0835,2.0526,-1.0101,3.85,0.4661,0.39587,-0.5257,3,Talk-stand
3.848,2.2808,2.1635,-1.2738,3.86,0.37203,0.35678,-0.55074,3,Talk-stand
3.858,0.58724,1.798,-1.8756,3.87,0.26268,0.27553,-0.54952,3,Talk-stand
3.868,0.047779,1.564,-1.9694,3.879,0.17594,0.17962,-0.54891,3,Talk-stand
3.878,-0.35254,1.3069,-1.9372,3.89,0.10691,0.10266,-0.54097,3,Talk-stand
3.888,-0.71066,1.0704,-1.9539,3.899,0.048881,0.04218,-0.5257,3,Talk-stand
3.898,-0.99894,0.85166,-2.0455,3.911,0.0012339,-0.001802,-0.50432,3,Talk-stand
3.909,-1.3119,0.58425,-1.9371,3.919,-0.018925,-0.0354,-0.48477,3,Talk-stand
3.917,-1.5166,0.38334,-1.7334,3.929,-0.024422,-0.043341,-0.47072,3,Talk-stand
3.928,-1.6034,0.17795,-1.5125,3.94,-0.0012095,-0.026848,-0.46156,3,Talk-stand
3.938,-1.5558,-0.0045913,-1.3434,3.95,0.030555,-0.0085216,-0.45239,3,Talk-stand
3.948,-1.4587,-0.22185,-1.1661,3.96,0.072705,-0.022571,-0.43651,3,Talk-stand
3.958,-1.335,-0.41535,-0.98711,3.971,0.11791,-0.042119,-0.41513,3,Talk-stand
3.968,-1.0674,-0.49476,-0.82531,3.981,0.15762,-0.060445,-0.38703,3,Talk-stand
3.979,-0.71827,-0.47264,-0.70885,3.99,0.19854,-0.074495,-0.36382,3,Talk-stand
3.988,-0.2864,-0.3141,-0.57796,4,0.24619,-0.073273,-0.35099,3,Talk-stand
3.998,0.22693,-0.07842,-0.44797,4.01,0.30483,-0.068386,-0.34427,3,Talk-stand
4.008,0.69844,0.16521,-0.24675,4.02,0.38119,-0.031734,-0.34122,3,Talk-stand
4.018,1.0503,0.31786,0.038461,4.03,0.46366,0.018967,-0.33755,3,Talk-stand
4.028,1.2141,0.39017,0.18518,4.042,0.55285,0.086163,-0.34183,3,Talk-stand
4.04,1.2032,0.3514,0.19297,4.05,0.63592,0.14786,-0.34733,3,Talk-stand
4.048,0.93955,0.29183,0.032342,4.06,0.69151,0.21017,-0.3571,3,Talk-stand
4.058,0.55499,0.16375,-0.18425,4.071,0.71778,0.2627,-0.36687,3,Talk-stand
4.068,0.21953,0.074428,-0.38591,4.08,0.72939,0.31035,-0.3852,3,Talk-stand
4.078,-0.12064,0.0059651,-0.54982,4.09,0.73183,0.31768,-0.4023,3,Talk-stand
4.088,-0.4283,0.013291,-0.65766,4.1,0.74466,0.29813,-0.41513,3,Talk-stand
4.098,-0.71652,0.09068,-0.69805,4.112,0.75504,0.26881,-0.42246,3,Talk-stand
4.109,-0.98167,0.21561,-0.66605,4.12,0.76298,0.23216,-0.41758,3,Talk-stand
4.118,-1.2249,0.34856,-0.67227,4.131,0.7697,0.18634,-0.39558,3,Talk-stand
4.128,-1.4333,0.41398,-0.68907,4.14,0.77215,0.14175,-0.36382,3,Talk-stand
4.138,-1.4355,0.38975,-0.53948,4.149,0.78009,0.097769,-0.33205,3,Talk-stand
4.147,-1.2523,0.35377,-0.44418,4.159,0.78986,0.056841,-0.30151,3,Talk-stand
4.157,-1.0643,0.29471,-0.36863,4.169,0.81185,0.021411,-0.27219,3,Talk-stand
4.167,-0.9039,0.22422,-0.34319,4.18,0.83568,-0.0085216,-0.24409,3,Talk-stand
4.178,-0.75798,0.21169,-0.41238,4.189,0.86133,-0.031734,-0.21904,3,Talk-stand
4.187,-0.64451,0.19009,-0.51425,4.199,0.8821,-0.040897,-0.19339,3,Talk-stand
4.197,-0.53836,0.17736,-0.5239,4.21,0.89432,-0.038454,-0.16773,3,Talk-stand
4.207,-0.44312,0.17672,-0.57291,4.219,0.91203,-0.040287,-0.14024,3,Talk-stand
4.217,-0.37557,0.2133,-0.64801,4.229,0.91998,-0.040897,-0.12558,3,Talk-stand
4.227,-0.35131,0.26231,-0.75591,4.243,0.92181,-0.045173,-0.10176,3,Talk-stand
4.24,-0.44322,0.28388,-0.80314,4.249,0.91814,-0.039065,-0.076102,3,Talk-stand
4.247,-0.54485,0.3232,-0.85881,4.26,0.90165,-0.041508,-0.040061,3,Talk-stand
4.257,-0.58318,0.38269,-0.92745,4.269,0.88638,-0.048839,-0.0089064,3,Talk-stand
4.267,-0.50322,0.50983,-0.99628,4.279,0.85706,-0.066554,0.013696,3,Talk-stand
4.277,-0.35035,0.687,-1.1113,4.289,0.81735,-0.085491,0.028356,3,Talk-stand
4.287,-0.14477,0.86643,-1.1494,4.299,0.77031,-0.097708,0.031411,3,Talk-stand
4.297,0.023855,1.0684,-1.173,4.311,0.72205,-0.10687,0.033243,3,Talk-stand
4.308,0.13289,1.165,-1.1422,4.319,0.66891,-0.11542,0.030189,3,Talk-stand
4.317,0.1979,1.2219,-1.176,4.329,0.61821,-0.1252,0.027746,3,Talk-stand
4.327,0.13992,1.2065,-1.2002,4.339,0.57606,-0.13741,0.025913,3,Talk-stand
4.337,-0.020691,1.1644,-1.2791,4.349,0.5278,-0.16857,0.02408,3,Talk-stand
4.347,-0.25633,1.1591,-1.4359,4.36,0.48137,-0.23454,0.021026,3,Talk-stand
4.357,-0.45071,1.1831,-1.5641,4.37,0.40685,-0.27852,0.0081978,3,Talk-stand
4.367,-0.54491,1.2137,-1.5756,4.381,0.36409,-0.3164,-0.0046304,3,Talk-stand
4.378,-0.53541,1.2358,-1.3427,4.39,0.33965,-0.33839,-0.019291,3,Talk-stand
4.388,-0.41521,1.1978,-0.90079,4.4,0.33782,-0.33045,-0.031508,3,Talk-stand
4.398,-0.2577,1.064,-0.32654,4.41,0.35492,-0.30357,-0.038839,3,Talk-stand
4.408,-0.10291,0.82752,0.23483,4.42,0.39769,-0.27242,-0.046169,3,Talk-stand
4.418,0.048853,0.58642,0.74004,4.43,0.45755,-0.2492,-0.051667,3,Talk-stand
4.428,0.17347,0.11282,1.3497,4.443,0.5168,-0.22355,-0.052889,3,Talk-stand
4.439,0.23892,-0.073398,1.4036,4.45,0.59622,-0.20827,-0.060219,3,Talk-stand
4.448,0.26081,-0.12149,1.583,4.46,0.67624,-0.21377,-0.072436,3,Talk-stand
4.458,0.30988,-0.19265,1.5711,4.469,0.74954,-0.204,-0.08221,3,Talk-stand
4.468,0.28701,-0.3339,1.6061,4.48,0.81552,-0.18567,-0.088319,3,Talk-stand
4.478,0.23875,-0.40714,1.3256,4.49,0.86439,-0.17284,-0.091984,3,Talk-stand
4.488,0.19113,-0.52211,1.7506,4.5,0.93525,-0.12642,-0.096871,3,Talk-stand
4.498,0.19934,-0.43948,1.5537,4.514,0.99878,-0.060445,-0.099925,3,Talk-stand
4.509,0.16268,-0.27218,1.3353,4.519,1.0336,-0.020128,-0.099925,3,Talk-stand
4.518,0.10143,-0.018451,1.2867,4.53,1.0617,0.019578,-0.08893,3,Talk-stand
4.528,-0.05832,0.20381,1.2045,4.54,1.0812,0.055619,-0.065717,3,Talk-stand
4.538,-0.21599,0.35221,1.0454,4.549,1.0977,0.081886,-0.036395,3,Talk-stand
4.548,-0.32013,0.51136,0.902,4.559,1.1057,0.10021,-0.0070738,3,Talk-stand
4.558,-0.39341,0.69852,0.71837,4.57,1.1026,0.12404,0.02408,3,Talk-stand
4.568,-0.43214,0.81533,0.60631,4.582,1.088,0.14419,0.063787,3,Talk-stand
4.58,-0.43644,0.77602,0.53036,4.59,1.0654,0.15947,0.11143,3,Talk-stand
4.588,-0.45916,0.58073,0.5837,4.599,1.047,0.17779,0.15297,3,Talk-stand
4.598,-0.45487,0.45777,0.69558,4.61,1.0348,0.18085,0.18352,3,Talk-stand
4.607,-0.45587,0.42451,0.7482,4.619,1.022,0.17168,0.20551,3,Talk-stand
4.617,-0.50739,0.3952,0.69405,4.63,1.0073,0.15763,0.22505,3,Talk-stand
4.627,-0.59604,0.3594,0.62304,4.641,0.99206,0.14358,0.24949,3,Talk-stand
4.639,-0.67028,0.34931,0.54049,4.649,0.97129,0.12098,0.28187,3,Talk-stand
4.647,-0.66784,0.41882,0.44528,4.66,0.95846,0.10754,0.29653,3,Talk-stand
4.657,-0.55285,0.54844,0.41576,4.67,0.9383,0.096547,0.31424,3,Talk-stand
4.667,-0.41256,0.70037,0.26447,4.68,0.90898,0.091049,0.33135,3,Talk-stand
4.677,-0.26851,0.87209,0.076297,4.69,0.86683,0.085552,0.34295,3,Talk-stand
4.687,-0.12908,1.0942,-0.14681,4.7,0.81857,0.073945,0.34967,3,Talk-stand
4.698,-0.00013924,1.376,-0.33418,4.711,0.77398,0.073945,0.3454,3,Talk-stand
4.709,0.12092,1.7899,-0.58664,4.72,0.72267,0.081276,0.34051,3,Talk-stand
4.718,0.10464,1.9791,-0.73974,4.73,0.66586,0.084941,0.33623,3,Talk-stand
4.728,0.016272,2.0619,-0.81269,4.739,0.61088,0.094715,0.34234,3,Talk-stand
4.737,-0.092188,2.0312,-0.83428,4.749,0.55651,0.10205,0.35822,3,Talk-stand
4.747,-0.21714,1.9496,-0.76927,4.759,0.50153,0.12159,0.3851,3,Talk-stand
4.757,-0.34202,1.812,-0.67657,4.769,0.45755,0.13564,0.4242,3,Talk-stand
4.767,-0.41921,1.6769,-0.61161,4.779,0.42334,0.13931,0.46635,3,Talk-stand
4.777,-0.50396,1.524,-0.468,4.789,0.45389,0.1106,0.5256,3,Talk-stand
4.787,-0.53987,1.3122,-0.41689,4.799,0.53696,0.080054,0.56225,3,Talk-stand
4.797,-0.50905,1.0174,-0.60092,4.81,0.61271,0.0091935,0.59524,3,Talk-stand
4.808,-0.12737,0.68867,-1.3264,4.82,0.63531,-0.11603,0.60868,3,Talk-stand
4.818,0.83189,0.40253,-2.2636,4.829,0.57361,-0.2321,0.58485,3,Talk-stand
4.828,2.2281,0.08484,-2.7487,4.842,0.4209,-0.23943,0.53232,3,Talk-stand
4.839,3.628,-0.19843,-2.5187,4.85,0.25169,-0.15146,0.4523,3,Talk-stand
4.848,4.5432,-0.25659,-1.7741,4.86,0.13929,-0.015852,0.3344,3,Talk-stand
4.858,4.4629,0.10982,-1.0987,4.87,0.086144,0.066615,0.18046,3,Talk-stand
4.868,3.5294,0.66824,-1.0888,4.88,0.035442,0.10266,0.067452,3,Talk-stand
4.878,2.0773,0.53052,-1.3144,4.89,0.034832,0.09838,0.024691,3,Talk-stand
4.888,0.55701,-0.11906,-1.1104,4.9,0.095918,0.063561,0.046682,3,Talk-stand
4.898,-0.66996,-0.67748,-0.73649,4.914,0.19427,0.029963,0.1041,3,Talk-stand
4.909,-1.6179,-1.0551,-0.31455,4.92,0.32988,0.0055283,0.18535,3,Talk-stand
4.918,-2.4091,-1.48,0.21102,4.93,0.57117,-0.042119,0.34173,3,Talk-stand
4.928,-2.93,-1.9306,0.5309,4.94,0.73,-0.085491,0.46268,3,Talk-stand
4.938,-3.1696,-2.4277,0.63513,4.95,0.86316,-0.14291,0.57569,3,Talk-stand
4.948,-3.0725,-2.7911,0.53162,4.96,0.95235,-0.19239,0.64533,3,Talk-stand
4.958,-2.5664,-2.9204,0.23484,4.971,1.0049,-0.21744,0.65633,3,Talk-stand
4.969,-1.8734,-2.9411,-0.034742,4.981,1.0238,-0.2376,0.61418,3,Talk-stand
4.978,-1.161,-2.8797,-0.33475,4.99,1.0031,-0.26081,0.53476,3,Talk-stand
4.988,-0.45537,-2.6009,-1.0866,5,0.95663,-0.28769,0.43641,3,Talk-stand
4.998,0.46955,-2.3838,-1.2212,5.01,0.88821,-0.32373,0.33196,3,Talk-stand
5.008,0.68568,-2.1197,-1.2376,5.02,0.81613,-0.37382,0.24338,3,Talk-stand
5.018,0.77202,-1.7419,-1.1322,5.031,0.76482,-0.42208,0.16947,3,Talk-stand
5.028,0.68529,-1.2445,-0.86508,5.043,0.73549,-0.43979,0.12548,3,Talk-stand
5.04,0.53642,-0.70928,-0.6133,5.049,0.72144,-0.42086,0.11204,3,Talk-stand
5.047,0.33683,-0.25796,-0.3485,5.059,0.73061,-0.37138,0.13159,3,Talk-stand
5.057,0.15686,0.038423,-0.024617,5.069,0.76848,-0.24493,0.19634,3,Talk-stand
5.067,-0.093408,0.12988,0.25051,5.08,0.79047,-0.16918,0.25438,3,Talk-stand
5.078,-0.36207,0.0030366,0.39881,5.089,0.78681,-0.1197,0.33196,3,Talk-stand
5.087,-0.74033,-0.39237,0.31626,5.099,0.74893,-0.1368,0.40893,3,Talk-stand
5.097,-0.9473,-0.72605,-0.046578,5.112,0.68052,-0.18445,0.45841,3,Talk-stand
5.109,-0.73777,-0.67506,-0.32253,5.12,0.58889,-0.21499,0.46696,3,Talk-stand
5.118,-0.39455,-0.52768,-0.31965,5.131,0.49909,-0.25959,0.44497,3,Talk-stand
5.128,-0.008585,-0.44857,-0.35728,5.139,0.40807,-0.28769,0.39243,3,Talk-stand
5.138,0.40615,-0.2918,-0.3316,5.15,0.32316,-0.2828,0.32096,3,Talk-stand
5.148,0.77906,-0.11563,-0.15193,5.16,0.26391,-0.28219,0.24888,3,Talk-stand
5.158,0.95719,-0.12455,-0.040805,5.17,0.2242,-0.28219,0.18962,3,Talk-stand
5.168,1.0042,-0.15207,0.080334,5.182,0.20648,-0.26753,0.14137,3,Talk-stand
5.179,0.83498,-0.20294,0.33297,5.189,0.21137,-0.2376,0.11815,3,Talk-stand
5.188,0.43883,-0.29305,0.56259,5.2,0.21382,-0.1985,0.12182,3,Talk-stand
5.198,0.031021,-0.41396,0.67567,5.21,0.22542,-0.15574,0.16091,3,Talk-stand
5.208,-0.26125,-0.50393,0.73049,5.22,0.23764,-0.12825,0.19146,3,Talk-stand
5.218,-0.48675,-0.5773,0.85439,5.23,0.25108,-0.10382,0.22078,3,Talk-stand
5.228,-0.58788,-0.67454,0.85597,5.243,0.25841,-0.082436,0.24277,3,Talk-stand
5.24,-0.60399,-0.81435,0.84341,5.25,0.25902,-0.073884,0.24399,3,Talk-stand
5.248,-0.50036,-0.89719,0.72276,5.26,0.2523,-0.079993,0.22933,3,Talk-stand
5.258,-0.31889,-0.85723,0.55802,5.27,0.25291,-0.10198,0.19451,3,Talk-stand
5.268,-0.071498,-0.73954,0.42169,5.279,0.25047,-0.12459,0.14809,3,Talk-stand
5.278,0.33507,-0.47283,0.21265,5.29,0.24497,-0.14352,0.10471,3,Talk-stand
5.288,0.4505,-0.3861,0.22769,5.299,0.23581,-0.15635,0.07356,3,Talk-stand
5.298,0.49505,-0.41041,0.30471,5.312,0.23886,-0.15635,0.051569,3,Talk-stand
5.309,0.47829,-0.49423,0.42119,5.319,0.25902,-0.15269,0.039963,3,Talk-stand
5.317,0.42645,-0.46398,0.52776,5.33,0.29078,-0.12825,0.036908,3,Talk-stand
5.328,0.33484,-0.42862,0.4886,5.339,0.33171,-0.10809,0.034465,3,Talk-stand
5.338,0.21286,-0.43494,0.3905,5.35,0.37081,-0.094043,0.040574,3,Talk-stand
5.348,0.1205,-0.43491,0.21251,5.36,0.41357,-0.09221,0.041795,3,Talk-stand
5.358,0.079573,-0.46123,0.093013,5.37,0.43984,-0.10015,0.03813,3,Talk-stand
5.368,0.085394,-0.52032,0.061675,5.38,0.47465,-0.10504,0.034465,3,Talk-stand
5.379,0.06623,-0.596,0.10034,5.39,0.50825,-0.11542,0.025913,3,Talk-stand
5.388,0.024455,-0.66747,0.13065,5.399,0.54918,-0.1252,0.014917,3,Talk-stand
5.398,-0.01961,-0.76043,0.17453,5.41,0.59805,-0.14108,0.00025657,3,Talk-stand
5.408,-0.080316,-0.82195,0.17196,5.419,0.65181,-0.16063,-0.019291,3,Talk-stand
5.418,-0.15524,-0.90025,0.10783,5.43,0.70862,-0.18567,-0.034563,3,Talk-stand
5.428,-0.17369,-0.94754,0.04956,5.441,0.76115,-0.20461,-0.047391,3,Talk-stand
5.439,-0.21097,-0.98864,0.028632,5.45,0.80574,-0.21377,-0.058386,3,Talk-stand
5.449,-0.24076,-0.98616,-0.010383,5.459,0.85706,-0.21683,-0.066939,3,Talk-stand
5.458,-0.26683,-0.98689,0.0070026,5.47,0.90165,-0.21622,-0.071826,3,Talk-stand
5.468,-0.35031,-0.9714,-0.043135,5.48,0.94319,-0.21622,-0.076102,3,Talk-stand
5.478,-0.42058,-0.91338,-0.13338,5.49,0.9774,-0.22538,-0.077323,3,Talk-stand
5.488,-0.48837,-0.80218,-0.24902,5.5,1.0202,-0.2492,-0.081599,3,Talk-stand
5.498,-0.51767,-0.67531,-0.33883,5.511,1.0409,-0.26447,-0.084654,3,Talk-stand
5.509,-0.46878,-0.59637,-0.36575,5.519,1.0599,-0.28219,-0.093817,3,Talk-stand
5.517,-0.35744,-0.51906,-0.38418,5.53,1.0782,-0.30296,-0.10787,3,Talk-stand
5.527,-0.19219,-0.41798,-0.40845,5.539,1.0947,-0.32006,-0.12803,3,Talk-stand
5.537,-0.029323,-0.30193,-0.44304,5.549,1.1112,-0.33289,-0.14513,3,Talk-stand
5.547,0.10573,-0.19326,-0.38686,5.559,1.1307,-0.33533,-0.16162,3,Talk-stand
5.557,0.12444,-0.096202,-0.32282,5.569,1.1503,-0.33045,-0.17079,3,Talk-stand
5.567,0.057773,-0.10974,-0.2831,5.581,1.1625,-0.32739,-0.17017,3,Talk-stand
5.578,0.0099115,-0.13726,-0.28757,5.589,1.168,-0.32617,-0.17079,3,Talk-stand
5.587,-0.040404,-0.15381,-0.32853,5.6,1.1674,-0.33167,-0.16407,3,Talk-stand
5.597,-0.040504,-0.174,-0.31119,5.609,1.1649,-0.32373,-0.16101,3,Talk-stand
5.607,-0.0092688,-0.18641,-0.26837,5.62,1.1576,-0.32067,-0.15124,3,Talk-stand
5.617,0.096072,-0.17107,-0.28267,5.63,1.1478,-0.30235,-0.14941,3,Talk-stand
5.627,0.20987,-0.094032,-0.28058,5.642,1.1356,-0.27975,-0.16101,3,Talk-stand
5.639,0.29934,-0.021957,-0.26829,5.65,1.1368,-0.26325,-0.17017,3,Talk-stand
5.648,0.37611,0.034249,-0.21985,5.66,1.1454,-0.24309,-0.18117,3,Talk-stand
5.658,0.35656,0.016482,-0.18874,5.67,1.1515,-0.22843,-0.18361,3,Talk-stand
5.668,0.31722,-0.011758,-0.15386,5.68,1.1539,-0.21316,-0.18484,3,Talk-stand
5.678,0.25955,0.00050414,-0.16488,5.69,1.1423,-0.19361,-0.18361,3,Talk-stand
5.688,0.22789,0.0054898,-0.20499,5.699,1.1338,-0.17223,-0.183,3,Talk-stand
5.698,0.23176,0.0090659,-0.19408,5.711,1.1222,-0.14047,-0.18606,3,Talk-stand
5.709,0.26631,0.039962,-0.14439,5.719,1.1161,-0.11603,-0.19705,3,Talk-stand
5.717,0.27263,0.078571,-0.12624,5.73,1.11,-0.092821,-0.20927,3,Talk-stand
5.728,0.26028,0.091912,-0.15097,5.74,1.1203,-0.066554,-0.22637,3,Talk-stand
5.738,0.20769,0.06077,0.031488,5.749,1.1381,-0.041508,-0.24409,3,Talk-stand
5.748,0.11714,0.0053416,0.093917,5.76,1.1717,-0.029902,-0.26486,3,Talk-stand
5.758,-0.017326,-0.044362,0.10931,5.77,1.2022,-0.023793,-0.27647,3,Talk-stand
5.768,-0.17156,-0.14939,0.054698,5.781,1.2462,-0.026237,-0.29235,3,Talk-stand
5.779,-0.35238,-0.25381,-0.027164,5.79,1.2651,-0.040287,-0.30273,3,Talk-stand
5.788,-0.4436,-0.39603,-0.155,5.8,1.2694,-0.059223,-0.31067,3,Talk-stand
5.798,-0.44361,-0.51113,-0.26349,5.81,1.2663,-0.07816,-0.32045,3,Talk-stand
5.808,-0.29358,-0.61096,-0.32304,5.82,1.2621,-0.081215,-0.33816,3,Talk-stand
5.818,-0.072608,-0.68386,-0.23683,5.83,1.2608,-0.083658,-0.35893,3,Talk-stand
5.828,0.14938,-0.68401,-0.15612,5.843,1.2627,-0.072662,-0.38886,3,Talk-stand
5.84,0.39367,-0.41597,-0.062194,5.85,1.2645,-0.059223,-0.41696,3,Talk-stand
5.848,0.3918,-0.23252,-0.17741,5.86,1.2608,-0.047617,-0.44323,3,Talk-stand
5.858,0.3843,-0.10391,-0.29866,5.871,1.2517,-0.027458,-0.464,3,Talk-stand
5.868,0.33905,-0.0058537,-0.36541,5.88,1.234,-0.010354,-0.47744,3,Talk-stand
5.879,0.29199,0.021457,-0.39866,5.89,1.215,0.0091935,-0.48477,3,Talk-stand
5.888,0.22169,0.0035249,-0.36827,5.9,1.1839,0.040959,-0.48599,3,Talk-stand
5.898,0.1403,0.016573,-0.32577,5.913,1.1374,0.080054,-0.48294,3,Talk-stand
5.91,0.081194,0.014097,-0.34168,5.92,1.1014,0.092882,-0.48049,3,Talk-stand
5.918,0.0095072,0.056869,-0.37371,5.931,1.0635,0.10632,-0.48111,3,Talk-stand
5.928,-0.047255,0.08261,-0.30855,5.94,1.0312,0.11915,-0.48599,3,Talk-stand
5.938,-0.084046,0.084889,-0.22903,5.95,1.0037,0.12404,-0.49638,3,Talk-stand
5.948,-0.10067,0.021098,-0.12384,5.96,0.98473,0.13076,-0.51104,3,Talk-stand
5.957,-0.11733,-0.086048,-0.045949,5.972,0.96212,0.13625,-0.52692,3,Talk-stand
5.967,-0.11856,-0.16261,0.0090212,5.979,0.94319,0.14481,-0.5428,3,Talk-stand
5.977,-0.10333,-0.24657,0.058626,5.989,0.91814,0.15641,-0.55258,3,Talk-stand
5.987,-0.066286,-0.33807,0.061066,5.999,0.89798,0.17291,-0.56663,3,Talk-stand
5.997,-0.027076,-0.3992,0.045705,6.009,0.87966,0.19001,-0.57701,3,Talk-stand
6.007,-0.010707,-0.48806,-0.0041057,6.019,0.85828,0.20772,-0.58801,3,Talk-stand
6.017,-0.011116,-0.53,0.010906,6.03,0.83018,0.22972,-0.60083,3,Talk-stand
6.027,-0.0020351,-0.51824,0.052188,6.04,0.8088,0.25232,-0.6155,3,Talk-stand
6.038,0.040536,-0.48609,0.1257,6.049,0.79047,0.26637,-0.63565,3,Talk-stand
6.047,0.13439,-0.45352,0.1865,6.059,0.77581,0.2737,-0.6662,3,Talk-stand
6.057,0.20783,-0.44721,0.13863,6.069,0.75871,0.26698,-0.68086,3,Talk-stand
6.068,0.33398,-0.41621,0.090844,6.079,0.75138,0.23644,-0.67841,3,Talk-stand
6.077,0.58131,-0.49144,-0.05164,6.09,0.75382,0.19673,-0.65154,3,Talk-stand
6.087,0.87015,-0.65997,-0.21574,6.1,0.77948,0.18512,-0.59595,3,Talk-stand
6.098,1.4642,-0.80981,-0.27717,6.112,0.8143,0.22422,-0.52081,3,Talk-stand
6.109,2.0977,-0.97295,-0.16393,6.119,0.86133,0.31951,-0.44568,3,Talk-stand
6.117,2.728,-0.96028,0.15888,6.13,0.91692,0.45207,-0.38031,3,Talk-stand
6.128,2.1731,-0.32867,0.7606,6.139,0.96212,0.56752,-0.31067,3,Talk-stand
6.138,1.025,-0.36924,0.64417,6.15,1.0104,0.64388,-0.2392,3,Talk-stand
6.148,-0.15655,-0.64228,0.58417,6.16,1.0849,0.70497,-0.17323,3,Talk-stand
6.158,-0.98085,-0.72697,0.72861,6.17,1.1704,0.74773,-0.13047,3,Talk-stand
6.168,-1.4454,-0.65652,0.75311,6.184,1.2431,0.77583,-0.12253,3,Talk-stand
6.18,-1.7321,-0.5675,0.57443,6.19,1.3067,0.75567,-0.13719,3,Talk-stand
6.188,-1.7787,-0.48785,0.19778,6.2,1.3598,0.68848,-0.20988,3,Talk-stand
6.198,-1.6546,-0.47852,-0.045281,6.21,1.4502,0.49422,-0.27097,3,Talk-stand
6.208,-1.4704,-0.48778,-0.10952,6.22,1.5082,0.34089,-0.33266,3,Talk-stand
6.218,-1.1384,-0.3568,-0.049951,6.23,1.5657,0.212,-0.38581,3,Talk-stand
6.228,-0.71289,-0.034719,-0.0014623,6.241,1.6029,0.10938,-0.42063,3,Talk-stand
6.239,-0.34016,0.16986,-0.30219,6.25,1.6084,0.018967,-0.42491,3,Talk-stand
6.248,-0.036819,0.38781,-0.76406,6.26,1.576,-0.053726,-0.41513,3,Talk-stand
6.258,0.28707,0.73533,-1.1461,6.271,1.5266,-0.10198,-0.40414,3,Talk-stand
6.268,0.63754,1.229,-1.344,6.28,1.4734,-0.094654,-0.39681,3,Talk-stand
6.278,1.0433,1.8158,-1.2592,6.289,1.4325,-0.04273,-0.3907,3,Talk-stand
6.288,1.364,2.2977,-1.0063,6.3,1.4123,0.066615,-0.39681,3,Talk-stand
6.299,1.6774,2.7296,-0.72894,6.313,1.3934,0.20467,-0.42368,3,Talk-stand
6.31,1.8637,3.0253,-0.58633,6.32,1.3836,0.32868,-0.46095,3,Talk-stand
6.318,1.7408,3.037,-0.67295,6.331,1.3512,0.42641,-0.48233,3,Talk-stand
6.328,1.37,2.6709,-0.78146,6.34,1.306,0.50155,-0.464,3,Talk-stand
6.338,0.83803,1.9354,-0.72721,6.35,1.2639,0.54553,-0.45667,3,Talk-stand
6.348,0.50663,1.6374,-0.5652,6.36,1.2437,0.5547,-0.45728,3,Talk-stand
6.358,0.22499,1.4684,-0.43553,6.37,1.2395,0.54248,-0.45239,3,Talk-stand
6.368,-0.078713,1.2373,-0.33937,6.382,1.2382,0.5101,-0.43773,3,Talk-stand
6.379,-0.41768,0.97904,-0.28997,6.39,1.2498,0.4704,-0.42063,3,Talk-stand
6.388,-0.77882,0.74236,-0.26188,6.399,1.2663,0.42336,-0.3907,3,Talk-stand
6.397,-1.0976,0.52582,-0.18207,6.409,1.2957,0.3751,-0.36015,3,Talk-stand
6.407,-1.5729,0.44321,0.038695,6.419,1.3213,0.34028,-0.32533,3,Talk-stand
6.417,-1.7643,0.43005,0.012553,6.429,1.3451,0.30974,-0.28502,3,Talk-stand
6.427,-1.9041,0.45819,-0.01775,6.442,1.3622,0.28469,-0.23615,3,Talk-stand
6.439,-1.887,0.48462,-0.019072,6.449,1.3818,0.26026,-0.18484,3,Talk-stand
6.447,-1.7263,0.53785,-0.033326,6.46,1.405,0.2346,-0.13902,3,Talk-stand
6.457,-1.5177,0.56846,-0.071566,6.469,1.4288,0.21017,-0.098704,3,Talk-stand
6.467,-1.131,0.63694,-0.097499,6.479,1.4398,0.19673,-0.066939,3,Talk-stand
6.477,-0.71085,0.68986,-0.24515,6.489,1.441,0.17413,-0.038839,3,Talk-stand
6.487,-0.30161,0.7228,-0.40401,6.499,1.4258,0.15641,-0.033341,3,Talk-stand
6.497,0.057189,0.76295,-0.47743,6.51,1.3995,0.14969,-0.040671,3,Talk-stand
6.508,0.3501,0.90606,-0.52097,6.52,1.3616,0.14847,-0.055943,3,Talk-stand
6.517,0.503,0.99628,-0.61943,6.529,1.3238,0.14481,-0.072436,3,Talk-stand
6.527,0.5674,1.0068,-0.67506,6.539,1.2908,0.14969,-0.085265,3,Talk-stand
6.537,0.49544,0.99741,-0.67226,6.549,1.2627,0.1558,-0.08893,3,Talk-stand
6.548,0.29429,0.88497,-0.70527,6.559,1.2358,0.16619,-0.076102,3,Talk-stand
6.557,0.072851,0.74137,-0.65593,6.57,1.2126,0.18207,-0.064495,3,Talk-stand
6.568,-0.051645,0.71909,-0.64914,6.58,1.1857,0.18085,-0.055332,3,Talk-stand
6.578,-0.17731,0.78032,-0.71177,6.59,1.1509,0.17901,-0.05411,3,Talk-stand
